,Default,Housing,Loan,AgeGroup,Balance,Day,Duration,Campaign,Pdays,Previous,Job,MaritalStatus,Education,Contact,Month,Poutcome,Subscribed
71,1.0,2.0,2.0,2.0,25,5,172,1,-1,0,7.0,1.0,2.0,3.0,5.0,4.0,0
72,1.0,2.0,2.0,2.0,282,5,154,1,-1,0,1.0,1.0,2.0,3.0,5.0,4.0,0
73,1.0,2.0,1.0,2.0,23,5,291,1,-1,0,4.0,1.0,1.0,3.0,5.0,4.0,0
74,1.0,2.0,1.0,2.0,1937,5,181,1,-1,0,2.0,1.0,2.0,3.0,5.0,4.0,0
75,1.0,2.0,1.0,2.0,384,5,176,1,-1,0,2.0,1.0,2.0,3.0,5.0,4.0,0
76,1.0,1.0,2.0,2.0,582,5,211,1,-1,0,4.0,1.0,2.0,3.0,5.0,4.0,0
77,1.0,1.0,1.0,2.0,91,5,349,1,-1,0,7.0,3.0,2.0,3.0,5.0,4.0,0
78,1.0,2.0,2.0,2.0,0,5,272,1,-1,0,7.0,3.0,2.0,3.0,5.0,4.0,0
79,2.0,2.0,1.0,2.0,1,5,208,1,-1,0,7.0,3.0,2.0,3.0,5.0,4.0,0
80,1.0,2.0,1.0,2.0,206,5,193,1,-1,0,6.0,2.0,2.0,3.0,5.0,4.0,0
81,1.0,1.0,1.0,2.0,164,5,212,1,-1,0,7.0,3.0,2.0,3.0,5.0,4.0,0
82,1.0,2.0,1.0,2.0,690,5,20,1,-1,0,2.0,2.0,2.0,3.0,5.0,4.0,0
83,1.0,2.0,1.0,2.0,2343,5,1042,1,-1,0,6.0,1.0,2.0,3.0,5.0,4.0,1
84,1.0,2.0,2.0,2.0,137,5,246,1,-1,0,8.0,1.0,3.0,3.0,5.0,4.0,0
85,1.0,2.0,1.0,2.0,173,5,529,2,-1,0,4.0,1.0,1.0,3.0,5.0,4.0,0
86,1.0,1.0,1.0,2.0,45,5,1467,1,-1,0,6.0,1.0,2.0,3.0,5.0,4.0,1
87,1.0,2.0,1.0,2.0,1270,5,1389,1,-1,0,2.0,1.0,2.0,3.0,5.0,4.0,1
88,1.0,2.0,2.0,2.0,16,5,188,2,-1,0,1.0,3.0,2.0,3.0,5.0,4.0,0
89,1.0,2.0,1.0,2.0,486,5,180,2,-1,0,5.0,1.0,2.0,3.0,5.0,4.0,0
90,1.0,1.0,1.0,2.0,50,5,48,1,-1,0,1.0,2.0,2.0,3.0,5.0,4.0,0
91,1.0,2.0,2.0,2.0,152,5,213,2,-1,0,2.0,1.0,2.0,3.0,5.0,4.0,0
92,1.0,2.0,1.0,2.0,290,5,583,1,-1,0,6.0,1.0,2.0,3.0,5.0,4.0,0
93,1.0,2.0,1.0,2.0,54,5,221,1,-1,0,4.0,1.0,4.0,3.0,5.0,4.0,0
94,1.0,1.0,1.0,2.0,-37,5,173,1,-1,0,3.0,3.0,2.0,3.0,5.0,4.0,0
95,1.0,2.0,2.0,2.0,101,5,426,1,-1,0,1.0,1.0,3.0,3.0,5.0,4.0,0
96,1.0,1.0,1.0,2.0,383,5,287,1,-1,0,4.0,1.0,2.0,3.0,5.0,4.0,0
97,1.0,2.0,1.0,2.0,81,5,101,1,-1,0,5.0,1.0,3.0,3.0,5.0,4.0,0
98,1.0,2.0,1.0,2.0,0,5,203,1,-1,0,2.0,1.0,2.0,3.0,5.0,4.0,0
99,1.0,2.0,1.0,2.0,229,5,197,1,-1,0,1.0,1.0,3.0,3.0,5.0,4.0,0
100,1.0,2.0,1.0,2.0,-674,5,257,1,-1,0,4.0,1.0,2.0,3.0,5.0,4.0,0
101,1.0,1.0,1.0,2.0,90,5,124,1,-1,0,4.0,1.0,1.0,3.0,5.0,4.0,0
102,1.0,2.0,1.0,2.0,128,5,229,1,-1,0,4.0,1.0,1.0,3.0,5.0,4.0,0
103,1.0,2.0,1.0,2.0,179,5,55,3,-1,0,4.0,1.0,1.0,3.0,5.0,4.0,0
104,1.0,2.0,1.0,2.0,0,5,400,1,-1,0,2.0,2.0,3.0,3.0,5.0,4.0,0
105,1.0,2.0,1.0,2.0,54,5,197,1,-1,0,4.0,1.0,2.0,3.0,5.0,4.0,0
106,1.0,2.0,1.0,2.0,151,5,190,1,-1,0,2.0,1.0,3.0,3.0,5.0,4.0,0
107,1.0,1.0,2.0,2.0,61,5,21,1,-1,0,6.0,1.0,2.0,3.0,5.0,4.0,0
108,1.0,2.0,1.0,2.0,30,5,514,1,-1,0,5.0,2.0,2.0,3.0,5.0,4.0,0
109,1.0,2.0,1.0,2.0,523,5,849,2,-1,0,1.0,1.0,3.0,3.0,5.0,4.0,0
110,1.0,2.0,1.0,2.0,31,5,194,1,-1,0,7.0,3.0,2.0,3.0,5.0,4.0,0
111,1.0,1.0,1.0,2.0,79,5,144,1,-1,0,2.0,3.0,2.0,3.0,5.0,4.0,0
112,1.0,2.0,2.0,2.0,-34,5,212,2,-1,0,8.0,1.0,1.0,3.0,5.0,4.0,0
113,1.0,2.0,1.0,2.0,448,5,286,1,-1,0,4.0,1.0,1.0,3.0,5.0,4.0,0
114,1.0,2.0,1.0,2.0,81,5,107,1,-1,0,5.0,3.0,1.0,3.0,5.0,4.0,0
115,1.0,2.0,1.0,2.0,144,5,247,2,-1,0,4.0,1.0,2.0,3.0,5.0,4.0,0
116,1.0,2.0,1.0,2.0,351,5,518,1,-1,0,6.0,1.0,2.0,3.0,5.0,4.0,0
117,1.0,2.0,1.0,2.0,-67,5,364,1,-1,0,1.0,2.0,3.0,3.0,5.0,4.0,0
118,1.0,1.0,1.0,2.0,262,5,178,1,-1,0,1.0,3.0,3.0,3.0,5.0,4.0,0
119,1.0,1.0,1.0,2.0,0,5,98,1,-1,0,2.0,1.0,1.0,3.0,5.0,4.0,0
120,1.0,2.0,1.0,2.0,56,5,439,1,-1,0,2.0,3.0,4.0,3.0,5.0,4.0,0
121,1.0,2.0,1.0,2.0,26,5,79,1,-1,0,4.0,1.0,2.0,3.0,5.0,4.0,0
122,1.0,2.0,1.0,2.0,3,5,120,3,-1,0,6.0,1.0,4.0,3.0,5.0,4.0,0
123,1.0,2.0,2.0,2.0,41,5,127,2,-1,0,7.0,1.0,2.0,3.0,5.0,4.0,0
124,1.0,1.0,2.0,2.0,7,5,175,1,-1,0,2.0,1.0,3.0,3.0,5.0,4.0,0
125,1.0,2.0,1.0,2.0,105,5,262,2,-1,0,2.0,2.0,2.0,3.0,5.0,4.0,0
126,1.0,2.0,2.0,2.0,818,5,61,1,-1,0,6.0,2.0,2.0,3.0,5.0,4.0,0
127,1.0,2.0,2.0,2.0,-16,5,78,1,-1,0,7.0,1.0,2.0,3.0,5.0,4.0,0
128,1.0,2.0,1.0,2.0,0,5,143,1,-1,0,4.0,1.0,2.0,3.0,5.0,4.0,0
129,1.0,2.0,1.0,2.0,2476,5,579,1,-1,0,7.0,1.0,2.0,3.0,5.0,4.0,1
130,1.0,1.0,1.0,2.0,1185,5,677,1,-1,0,1.0,1.0,4.0,3.0,5.0,4.0,0
131,1.0,2.0,1.0,2.0,217,5,345,1,-1,0,6.0,2.0,2.0,3.0,5.0,4.0,0
132,1.0,2.0,1.0,2.0,1685,5,185,1,-1,0,2.0,2.0,2.0,3.0,5.0,4.0,0
133,1.0,2.0,2.0,2.0,802,5,100,2,-1,0,6.0,2.0,2.0,3.0,5.0,4.0,0
134,1.0,2.0,1.0,2.0,0,5,125,2,-1,0,9.0,2.0,3.0,3.0,5.0,4.0,0
135,1.0,2.0,1.0,1.0,94,5,193,1,-1,0,4.0,1.0,2.0,3.0,5.0,4.0,0
136,1.0,2.0,1.0,2.0,0,5,136,1,-1,0,2.0,2.0,2.0,3.0,5.0,4.0,0
137,1.0,1.0,1.0,2.0,0,5,73,1,-1,0,7.0,2.0,4.0,3.0,5.0,4.0,0
138,1.0,2.0,1.0,2.0,517,5,528,1,-1,0,4.0,1.0,2.0,3.0,5.0,4.0,0
139,1.0,2.0,1.0,2.0,265,5,541,1,-1,0,4.0,1.0,2.0,3.0,5.0,4.0,0
140,1.0,2.0,1.0,2.0,947,5,163,1,-1,0,10.0,3.0,1.0,3.0,5.0,4.0,0
141,1.0,2.0,1.0,2.0,3,5,301,1,-1,0,8.0,2.0,2.0,3.0,5.0,4.0,0
142,1.0,1.0,1.0,2.0,42,5,46,1,-1,0,9.0,1.0,3.0,3.0,5.0,4.0,0
143,1.0,2.0,1.0,2.0,37,5,204,1,-1,0,4.0,1.0,2.0,3.0,5.0,4.0,0
144,1.0,2.0,1.0,2.0,57,5,98,1,-1,0,4.0,1.0,2.0,3.0,5.0,4.0,0
145,1.0,2.0,1.0,2.0,22,5,71,1,-1,0,7.0,1.0,2.0,3.0,5.0,4.0,0
146,1.0,2.0,1.0,2.0,8,5,157,2,-1,0,4.0,3.0,1.0,3.0,5.0,4.0,0
147,1.0,2.0,1.0,2.0,293,5,243,1,-1,0,9.0,1.0,2.0,3.0,5.0,4.0,0
148,1.0,2.0,1.0,2.0,3,5,186,2,-1,0,7.0,1.0,1.0,3.0,5.0,4.0,0
149,1.0,2.0,1.0,2.0,348,5,579,2,-1,0,4.0,1.0,1.0,3.0,5.0,4.0,0
150,1.0,2.0,1.0,2.0,-19,5,163,2,-1,0,4.0,1.0,4.0,3.0,5.0,4.0,0
151,1.0,2.0,1.0,2.0,0,5,610,2,-1,0,11.0,2.0,2.0,3.0,5.0,4.0,0
152,1.0,2.0,1.0,2.0,-4,5,2033,1,-1,0,1.0,1.0,3.0,3.0,5.0,4.0,0
153,1.0,2.0,1.0,2.0,18,5,85,1,-1,0,1.0,1.0,2.0,3.0,5.0,4.0,0
154,1.0,1.0,1.0,2.0,139,5,114,2,-1,0,2.0,1.0,1.0,3.0,5.0,4.0,0
155,1.0,2.0,1.0,2.0,0,5,114,2,-1,0,7.0,1.0,2.0,3.0,5.0,4.0,0
156,1.0,2.0,1.0,2.0,1883,5,57,1,-1,0,4.0,1.0,4.0,3.0,5.0,4.0,0
157,1.0,2.0,1.0,2.0,216,5,238,1,-1,0,5.0,3.0,2.0,3.0,5.0,4.0,0
158,1.0,2.0,1.0,2.0,782,5,93,3,-1,0,4.0,1.0,2.0,3.0,5.0,4.0,0
159,1.0,2.0,1.0,2.0,904,5,128,2,-1,0,4.0,1.0,2.0,3.0,5.0,4.0,0
160,1.0,2.0,1.0,2.0,1705,5,107,1,-1,0,7.0,1.0,4.0,3.0,5.0,4.0,0
161,1.0,2.0,1.0,2.0,47,5,181,1,-1,0,2.0,2.0,3.0,3.0,5.0,4.0,0
162,1.0,2.0,1.0,2.0,176,5,303,2,-1,0,7.0,2.0,2.0,3.0,5.0,4.0,0
163,1.0,2.0,1.0,2.0,1225,5,558,5,-1,0,4.0,1.0,2.0,3.0,5.0,4.0,0
164,1.0,2.0,1.0,2.0,86,5,270,1,-1,0,2.0,1.0,2.0,3.0,5.0,4.0,0
165,1.0,2.0,1.0,2.0,82,5,228,1,-1,0,6.0,2.0,2.0,3.0,5.0,4.0,0
166,1.0,2.0,1.0,2.0,271,5,99,1,-1,0,1.0,1.0,3.0,3.0,5.0,4.0,0
167,1.0,2.0,1.0,2.0,1378,5,240,1,-1,0,2.0,1.0,2.0,3.0,5.0,4.0,0
168,1.0,1.0,1.0,2.0,184,5,673,2,-1,0,6.0,1.0,3.0,3.0,5.0,4.0,1
169,1.0,1.0,1.0,2.0,0,5,233,3,-1,0,4.0,1.0,1.0,3.0,5.0,4.0,0
170,1.0,2.0,1.0,2.0,0,5,1056,1,-1,0,4.0,1.0,2.0,3.0,5.0,4.0,0
171,1.0,2.0,2.0,2.0,1357,5,250,1,-1,0,7.0,1.0,2.0,3.0,5.0,4.0,0
172,1.0,2.0,1.0,2.0,19,5,252,1,-1,0,3.0,1.0,4.0,3.0,5.0,4.0,0
173,1.0,1.0,1.0,2.0,434,5,138,1,-1,0,5.0,2.0,1.0,3.0,5.0,4.0,0
174,1.0,2.0,1.0,2.0,92,5,130,1,-1,0,6.0,3.0,2.0,3.0,5.0,4.0,0
175,1.0,2.0,1.0,2.0,1151,5,412,1,-1,0,6.0,3.0,2.0,3.0,5.0,4.0,0
176,1.0,2.0,1.0,2.0,41,5,179,2,-1,0,9.0,1.0,2.0,3.0,5.0,4.0,0
177,1.0,2.0,1.0,2.0,51,5,19,2,-1,0,2.0,1.0,2.0,3.0,5.0,4.0,0
178,1.0,2.0,1.0,2.0,214,5,458,2,-1,0,7.0,1.0,2.0,3.0,5.0,4.0,0
179,1.0,2.0,1.0,2.0,1161,5,717,1,-1,0,1.0,1.0,2.0,3.0,5.0,4.0,0
180,1.0,2.0,1.0,2.0,37,5,313,1,-1,0,7.0,1.0,3.0,3.0,5.0,4.0,0
181,1.0,2.0,1.0,2.0,787,5,683,2,-1,0,2.0,3.0,2.0,3.0,5.0,4.0,0
182,1.0,2.0,1.0,2.0,59,5,1077,1,-1,0,7.0,1.0,2.0,3.0,5.0,4.0,0
183,1.0,2.0,1.0,2.0,253,5,416,1,-1,0,2.0,1.0,2.0,3.0,5.0,4.0,0
184,1.0,2.0,1.0,2.0,211,5,146,2,-1,0,6.0,1.0,3.0,3.0,5.0,4.0,0
185,1.0,2.0,1.0,2.0,235,5,167,1,-1,0,5.0,1.0,1.0,3.0,5.0,4.0,0
186,1.0,2.0,1.0,2.0,4384,5,315,1,-1,0,7.0,3.0,4.0,3.0,5.0,4.0,0
187,1.0,1.0,1.0,2.0,4080,5,140,1,-1,0,1.0,1.0,2.0,3.0,5.0,4.0,0
188,1.0,2.0,2.0,2.0,53,5,346,1,-1,0,4.0,2.0,2.0,3.0,5.0,4.0,0
189,1.0,2.0,1.0,2.0,0,5,562,1,-1,0,1.0,2.0,3.0,3.0,5.0,4.0,0
190,1.0,2.0,1.0,2.0,2127,5,172,1,-1,0,5.0,1.0,2.0,3.0,5.0,4.0,0
191,1.0,2.0,1.0,2.0,377,5,217,1,-1,0,1.0,1.0,3.0,3.0,5.0,4.0,0
192,1.0,2.0,1.0,2.0,73,5,142,2,-1,0,1.0,1.0,3.0,3.0,5.0,4.0,0
193,1.0,2.0,1.0,2.0,445,5,67,1,-1,0,6.0,1.0,2.0,3.0,5.0,4.0,0
194,1.0,2.0,1.0,2.0,243,5,291,1,-1,0,4.0,1.0,2.0,3.0,5.0,4.0,0
195,1.0,2.0,1.0,2.0,307,5,309,2,-1,0,4.0,2.0,2.0,3.0,5.0,4.0,0
196,1.0,2.0,1.0,2.0,155,5,248,1,-1,0,7.0,1.0,2.0,3.0,5.0,4.0,0
197,1.0,1.0,2.0,2.0,173,5,98,1,-1,0,2.0,3.0,3.0,3.0,5.0,4.0,0
198,1.0,2.0,1.0,2.0,400,5,256,1,-1,0,1.0,1.0,3.0,3.0,5.0,4.0,0
199,1.0,2.0,1.0,3.0,1428,5,82,2,-1,0,4.0,3.0,1.0,3.0,5.0,4.0,0
200,1.0,2.0,1.0,2.0,219,5,577,1,-1,0,6.0,1.0,2.0,3.0,5.0,4.0,0
201,1.0,2.0,1.0,2.0,7,5,286,1,-1,0,8.0,1.0,3.0,3.0,5.0,4.0,0
202,1.0,2.0,1.0,2.0,575,5,477,1,-1,0,4.0,1.0,2.0,3.0,5.0,4.0,0
203,1.0,2.0,1.0,2.0,298,5,611,2,-1,0,11.0,2.0,4.0,3.0,5.0,4.0,0
204,1.0,2.0,1.0,2.0,0,5,471,1,-1,0,7.0,1.0,2.0,3.0,5.0,4.0,0
205,1.0,2.0,1.0,2.0,5699,5,381,2,-1,0,7.0,1.0,2.0,3.0,5.0,4.0,0
206,1.0,2.0,2.0,2.0,176,5,42,1,-1,0,1.0,1.0,3.0,3.0,5.0,4.0,0
207,1.0,2.0,1.0,2.0,517,5,251,1,-1,0,1.0,1.0,3.0,3.0,5.0,4.0,0
208,1.0,2.0,1.0,2.0,257,5,408,1,-1,0,7.0,2.0,4.0,3.0,5.0,4.0,0
209,1.0,2.0,1.0,2.0,56,5,215,1,-1,0,5.0,1.0,2.0,3.0,5.0,4.0,0
210,1.0,2.0,1.0,2.0,-390,5,287,1,-1,0,4.0,1.0,2.0,3.0,5.0,4.0,0
211,1.0,2.0,1.0,2.0,330,5,216,2,-1,0,5.0,1.0,2.0,3.0,5.0,4.0,0
212,1.0,1.0,1.0,2.0,195,5,366,2,-1,0,10.0,3.0,1.0,3.0,5.0,4.0,0
213,1.0,2.0,1.0,2.0,301,5,210,1,-1,0,7.0,1.0,2.0,3.0,5.0,4.0,0
214,1.0,2.0,1.0,2.0,-41,5,288,1,-1,0,4.0,1.0,1.0,3.0,5.0,4.0,0
215,1.0,2.0,1.0,2.0,483,5,168,1,-1,0,2.0,1.0,3.0,3.0,5.0,4.0,0
216,1.0,1.0,1.0,2.0,28,5,338,2,-1,0,12.0,1.0,4.0,3.0,5.0,4.0,0
217,1.0,1.0,1.0,2.0,13,5,410,3,-1,0,9.0,1.0,4.0,3.0,5.0,4.0,0
218,1.0,1.0,1.0,2.0,965,5,177,1,-1,0,10.0,1.0,1.0,3.0,5.0,4.0,0
219,1.0,2.0,2.0,2.0,378,5,127,2,-1,0,1.0,1.0,3.0,3.0,5.0,4.0,0
220,1.0,2.0,1.0,2.0,219,5,357,1,-1,0,9.0,1.0,2.0,3.0,5.0,4.0,0
221,1.0,2.0,1.0,2.0,324,5,175,1,-1,0,4.0,1.0,1.0,3.0,5.0,4.0,0
222,1.0,2.0,1.0,2.0,-69,5,300,1,-1,0,3.0,3.0,2.0,3.0,5.0,4.0,0
223,1.0,1.0,2.0,2.0,0,5,136,1,-1,0,5.0,1.0,2.0,3.0,5.0,4.0,0
224,1.0,2.0,1.0,2.0,205,5,1419,1,-1,0,2.0,3.0,4.0,3.0,5.0,4.0,0
225,1.0,2.0,1.0,2.0,278,5,125,2,-1,0,4.0,1.0,1.0,3.0,5.0,4.0,0
226,1.0,2.0,1.0,2.0,1065,5,213,3,-1,0,1.0,1.0,4.0,3.0,5.0,4.0,0
227,1.0,2.0,1.0,2.0,34,5,27,1,-1,0,1.0,2.0,3.0,3.0,5.0,4.0,0
228,1.0,1.0,1.0,2.0,1033,5,238,2,-1,0,4.0,1.0,4.0,3.0,5.0,4.0,0
229,1.0,2.0,1.0,2.0,1467,5,124,1,-1,0,7.0,3.0,2.0,3.0,5.0,4.0,0
230,1.0,2.0,1.0,2.0,-12,5,18,1,-1,0,4.0,1.0,1.0,3.0,5.0,4.0,0
231,1.0,2.0,1.0,2.0,388,5,730,2,-1,0,7.0,1.0,2.0,3.0,5.0,4.0,0
232,1.0,2.0,1.0,2.0,294,5,746,2,-1,0,3.0,1.0,2.0,3.0,5.0,4.0,0
233,1.0,1.0,1.0,2.0,1827,5,121,1,-1,0,4.0,1.0,4.0,3.0,5.0,4.0,0
234,1.0,2.0,1.0,2.0,627,5,247,1,-1,0,4.0,1.0,1.0,3.0,5.0,4.0,0
235,1.0,2.0,1.0,2.0,25,5,40,1,-1,0,4.0,1.0,1.0,3.0,5.0,4.0,0
236,1.0,2.0,1.0,2.0,315,5,181,2,-1,0,6.0,3.0,2.0,3.0,5.0,4.0,0
237,1.0,2.0,1.0,2.0,0,5,79,1,-1,0,4.0,1.0,1.0,3.0,5.0,4.0,0
238,1.0,2.0,1.0,2.0,66,5,206,1,-1,0,6.0,3.0,2.0,3.0,5.0,4.0,0
239,1.0,2.0,2.0,2.0,-9,5,389,1,-1,0,4.0,3.0,1.0,3.0,5.0,4.0,0
240,1.0,2.0,2.0,2.0,349,5,127,1,-1,0,2.0,1.0,2.0,3.0,5.0,4.0,0
